省份,城市,河流,流域,断面名称,监测时间,pH,溶解氧,高锰酸钾,氨氮,总磷,总氮
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-14 16:00,8.671,11.75,3.937,0.025,0.0425,0.703
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-14 16:00,8.836,12.572,3.167,0.025,0.0374,0.776
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-14 16:00,7.257,4.691,2.142,0.025,0.0256,1.248
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-14 16:00,8.97,9.847,2.775,0.025,0.037,0.679
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-14 20:00,8.593,10.578,2.919,0.025,0.0265,1.447
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-14 20:00,8.601,11.072,4.24,0.025,0.0393,0.662
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-14 20:00,8.8,12.382,3.22,0.025,0.0365,0.746
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-14 20:00,7.973,8.836,2.024,0.025,0.0202,1.093
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-14 20:00,8.99,10.732,2.576,0.025,0.0317,0.804
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-15 0:00,8.554,10.592,2.919,0.025,0.0241,1.452
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-15 0:00,8.64,11.403,4.24,0.025,0.0397,0.59
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-15 0:00,8.705,11.348,3.22,0.025,0.0359,0.728
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-15 0:00,8.038,9.26,2.024,0.025,0.0161,1.072
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-15 0:00,8.85,10.236,2.517,0.025,0.0332,0.757
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-15 4:00,8.482,10.178,2.693,0.025,0.0236,1.403
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-15 4:00,8.566,10.755,4.02,0.025,0.0393,0.58
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-15 4:00,8.687,11.323,2.991,0.025,0.0359,0.778
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-15 4:00,7.733,7.75,2.062,0.025,0.0168,1.018
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-15 12:00,8.41,9.748,2.374,0.025,0.022,1.453
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-15 12:00,8.702,11.805,3.727,0.025,0.0366,0.728
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-15 12:00,8.558,10.413,2.387,0.025,0.033,0.775
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-15 12:00,7.341,5.411,2.027,0.025,0.025,1.272
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-15 12:00,8.89,10.062,3.053,0.0283,0.0752,0.934
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-15 16:00,8.416,9.942,2.343,0.025,0.0246,1.577
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-15 16:00,8.762,12.131,3.915,0.025,0.0368,0.756
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-15 16:00,8.625,10.653,2.57,0.025,0.0339,0.732
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-15 16:00,8.152,9.932,1.987,0.025,0.0176,1.279
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-15 16:00,8.94,9.709,2.729,0.0299,0.0405,1.007
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-15 20:00,8.329,9.473,2.305,0.025,0.0229,1.422
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-15 20:00,8.713,11.775,4.16,0.025,0.0384,0.695
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-15 20:00,8.672,10.96,2.699,0.025,0.0344,0.792
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-15 20:00,8.117,9.628,2.042,0.025,0.0197,1.072
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-15 20:00,8.98,10.684,2.547,0.025,0.0344,1.014
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-16 0:00,8.198,8.84,2.305,0.025,0.021,1.385
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-16 0:00,8.604,10.715,4.16,0.025,0.041,0.631
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-16 0:00,8.604,10.574,2.699,0.025,0.0428,1.091
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-16 0:00,8.048,8.627,2.042,0.025,0.0177,1.046
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-16 0:00,8.73,8.59,2.543,0.025,0.0349,0.819
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-16 4:00,8.141,8.539,2.326,0.025,0.02,1.325
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-16 4:00,8.512,9.815,4.046,0.025,0.0412,0.545
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-16 4:00,8.525,9.923,2.896,0.025,0.0423,1.022
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-16 4:00,7.572,5.994,11.864,0.025,0.0177,0.954
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-16 4:00,8.62,8.122,2.493,0.025,0.0362,0.829
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-16 8:00,8.142,8.499,3.317613293,0.043398105,0.0175,1.412
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-16 8:00,8.562,10.446,3.901,0.025,0.0381,0.732
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-16 8:00,8.549,9.785,3.006,0.025,0.0473,1.044
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-16 8:00,7.918,8.461,2.113,0.025,0.0187,0.974
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-16 12:00,8.152,8.646,3.317541707,0.025,0.0184,1.398
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-16 12:00,8.636,11.019,3.88,0.025,0.0405,0.706
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-16 12:00,8.613,10.058,3.412,0.025,0.0552,1.039
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-16 12:00,8.102,9.162,2.217,0.025,0.0209,1.12
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-16 12:00,8.64,8.157,2.676,0.0342,0.0432,0.654
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-16 16:00,8.151,8.686,3.317452224,0.025,0.0195,1.362
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-16 16:00,8.671,10.956,4.077,0.025,0.043,0.74
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-16 16:00,8.637,10.102,3.463,0.025,0.0585,1.024
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-16 16:00,8.186,9.186,1.919,0.025,0.0212,1.05
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-16 16:00,8.74,7.999,2.729,0.0321,0.0452,0.748
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-16 20:00,8.146,8.543,3.317362741,0.025,0.0193,1.387
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-16 20:00,8.563,10.117,4.077,0.025,0.0436,0.699
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-16 20:00,8.6,9.693,3.463,0.025,0.0582,1.021
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-16 20:00,8.144,8.37,1.919,0.025,0.0213,0.922
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-16 20:00,8.76,8.048,2.739,0.0272,0.0417,0.828
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-17 0:00,8.119,8.353,3.317273257,0.025,0.024,1.267
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-17 0:00,8.498,9.461,4.238,0.025,0.0419,0.611
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-17 0:00,8.518,9.083,3.482,0.025,0.0538,1.067
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-17 0:00,8.087,7.939,2.241,0.025,0.0228,0.918
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-17 0:00,8.51,7.278,2.77,0.0309,0.0485,0.666
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-17 4:00,8.098,8.208,3.317183774,0.025,0.028,1.702
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-17 4:00,8.364,8.58,4.238,0.025,0.0701,0.567
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-17 4:00,8.527,8.798,3.482,0.025,0.0842,1.106
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-17 4:00,7.956,7.506,2.241,0.025,0.0223,0.833
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-17 4:00,8.3,6.57,2.889,0.0294,0.0514,1.068
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-17 8:00,8.066,8.123,3.317094291,0.025,0.0398,1.756
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-17 8:00,8.264,8.236,4.045,0.025,0.0495,0.576
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-17 8:00,8.523,8.658,3.317058498,0.025,0.1,1.09
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-17 8:00,7.908,7.621,2.615,0.025,0.0326,1.275
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-17 8:00,8.21,6.485,2.99,0.0359,0.0584,0.827
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-17 12:00,8.069,8.131,3.317004808,0.025,0.0355,1.718
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-17 12:00,8.125,7.881,4.13,0.025,0.0499,0.527
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-17 12:00,8.504,8.636,3.316969015,0.025,0.0931,1.047
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-17 12:00,7.885,7.617,2.411,0.025,0.0249,0.819
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-17 12:00,8.24,6.779,2.84,0.0403,0.0537,0.972
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-17 16:00,8.071,8.113,3.316915325,0.025,0.0252,1.69
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-17 16:00,8.232,8.226,4.211,0.025,0.047,0.546
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-17 16:00,8.459,8.58,3.316879532,0.025,0.094,0.965
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-17 16:00,7.935,7.877,1.865,0.025,0.0265,0.774
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-17 16:00,8.24,7.061,2.861,0.05,0.0556,0.884
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-17 20:00,8.054,7.998,3.316825842,0.025,0.0251,1.617
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-17 20:00,8.222,7.883,4.211,0.025,0.0427,0.559
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-17 20:00,8.398,8.349,3.316790049,0.025,0.0789,0.94
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-17 20:00,7.549,5.891,1.865,0.025,0.0213,0.835
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-18 4:00,8.39,7.298,2.489,0.0444,0.0457,1.492
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-18 8:00,8.017,7.962,3.316736359,0.025,0.0439,1.692
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-18 8:00,7.985,7.067,3.991,0.025,0.0445,0.522
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-18 8:00,8.019,7.768,3.316700566,0.0419,0.0678,1.091
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-18 8:00,7.831,7.646,2.659,0.025,0.0295,1.141
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-18 8:00,8.27,7.64,2.247,0.0381,0.0491,1.724
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-18 12:00,8.03,8.101,3.316646876,0.025,0.0569,1.849
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-18 12:00,8.05,7.671,4.081,0.025,0.052,0.339
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-18 12:00,8.014,8.197,3.316611083,0.025,0.1073,1.154
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-18 12:00,7.862,8.013,2.645,0.025,0.0315,1.233
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-18 12:00,8.44,8.097,2.247,0.0297,0.048,1.69
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-18 16:00,8.031,8.098,3.316539496,0.025,0.0639,1.781
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-18 16:00,8.02,7.655,4.132,0.025,0.0566,0.587
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-18 16:00,7.95,8.287,3.316503703,0.0431,0.0947,1.216
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-18 16:00,7.875,8.06,2.307,0.025,0.0273,1.174
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-18 16:00,8.43,7.839,2.386,0.0409,0.0457,1.446
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-18 20:00,8.053,8.175,3.316450013,0.025,0.0574,1.748
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-18 20:00,8.003,7.29,4.03,0.025,0.0537,0.573
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-18 20:00,7.929,8.282,3.31641422,0.0712,0.0814,1.158
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-18 20:00,7.848,7.816,2.247,0.025,0.0213,1.178
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-18 20:00,8.36,7.614,2.301,0.0392,0.0448,1.308
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-19 0:00,8.064,8.179,3.31636053,0.025,0.0488,1.725
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-19 0:00,7.919,6.881,4.03,0.025,0.0534,0.565
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-19 0:00,7.913,8.203,3.316324737,0.073,0.0747,1.167
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-19 0:00,7.815,7.468,2.247,0.025,0.0204,0.682
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-19 0:00,8.34,7.53,2.301,0.0481,0.0471,1.578
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-19 4:00,8.053,8.168,3.316271047,0.025,0.0426,1.694
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-19 4:00,7.877,6.708,3.929,0.025,0.0515,0.556
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-19 4:00,7.897,8.085,3.316235254,0.0695,0.064,1.219
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-19 4:00,7.748,7.35,2.262,0.025,0.0191,0.674
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-19 4:00,8.27,7.413,2.265,0.0521,0.0448,1.559
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-19 8:00,8.039,8.094,3.316181564,0.025,0.0358,1.559
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-19 8:00,7.863,6.726,3.929,0.0299,0.0493,0.581
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-19 8:00,7.934,8.272,3.316145771,0.0502,0.0638,1.213
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-19 8:00,7.675,7.093,2.262,0.025,0.0163,0.641
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-19 12:00,8.42,7.911,2.345,0.0434,0.0484,1.472
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-19 16:00,8.247,8.681,2.397,0.025,0.0322,1.633
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-19 16:00,8.691,11.835,5.089,0.025,0.0547,0.486
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-19 16:00,8.348770839,9.281175899,3.77,0.0521,0.0623,0.988
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-19 16:00,7.162,3.372,2.188,0.025,0.0274,0.847
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-19 16:00,8.71,8.898,2.451,0.0365,0.0519,1.337
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-19 20:00,8.144,8.172,2.297,0.025,0.0311,1.623
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-19 20:00,8.496,10.03,4.435,0.025,0.0468,0.335
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-19 20:00,8.348888883,9.280392667,3.116,0.1039,0.0561,1.027
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-19 20:00,7.771,7.758,2.031,0.025,0.0191,0.694
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-19 20:00,8.41,7.76,2.499,0.0458,0.0469,1.055
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-20 0:00,8.11,8.089,2.297,0.025,0.0304,1.665
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-20 0:00,8.339,8.677,4.435,0.025,0.0474,0.288
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-20 0:00,8.158,8.293,3.166,0.0914,0.0641,1.1
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-20 0:00,7.952,8.812,2.031,0.025,0.0241,0.714
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-20 0:00,8.27,7.463,2.463,0.0424,0.049,0.967
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-20 4:00,8.093,8.096,2.291,0.025,0.0308,1.688
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-20 4:00,8.215,8.028,4.205,0.025,0.048,0.279
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-20 4:00,8.151,8.042,3.676,0.0781,0.0935,1.169
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-20 4:00,7.983,8.661,2.04,0.025,0.0205,0.731
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-20 4:00,8.16,7.27,2.445,0.044,0.0437,0.995
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-20 8:00,8.113,8.208,2.44,0.043454213,0.0327,1.696
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-20 8:00,8.235,8.212,4.108,0.025,0.0459,0.335
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-20 8:00,7.968,7.682,3.561,0.0784,0.1066,1.256
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-20 8:00,8.042,9.094,2.077,0.025,0.0156,0.629
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-20 8:00,8.24,7.328,2.433,0.0365,0.0453,1.008
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-20 12:00,8.126,8.252,2.143,0.025,0.0325,1.597
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-20 12:00,8.414,9.208,4.516,0.025,0.0454,0.299
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-20 12:00,7.952,7.885,3.19,0.025,0.0927,1.129
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-20 12:00,8.159,9.514,2.124,0.025,0.0181,0.698
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-20 12:00,8.36,7.755,2.388,0.031,0.0445,1.024
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-20 16:00,8.135,8.374,1.99,0.025,0.0259,1.558
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-20 16:00,8.672,10.505,4.244,0.025,0.0473,0.344
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-20 16:00,8.073,8.332,3.308,0.025,0.0805,1.177
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-20 16:00,8.39,10.397,1.965,0.025,0.0175,0.677
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-20 16:00,8.55,8.487,2.487,0.0325,0.0427,0.869
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-20 20:00,8.069,8.161,2.07,0.025,0.0241,1.552
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-20 20:00,8.641,10.082,4.3,0.025,0.0463,0.31
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-20 20:00,8.031,8.121,3.243,0.0266,0.083,1.14
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-20 20:00,8.357,10.03,2.119,0.025,0.0158,0.654
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-20 20:00,8.9,9.923,2.603,0.025,0.0453,1.255
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-21 0:00,8.052,8.128,2.07,0.025,0.0281,1.616
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-21 0:00,8.524,9.498,4.3,0.025,0.0499,0.298
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-21 0:00,7.958,7.809,3.16,0.0333,0.0831,1.1
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-21 0:00,8.378,10.192,2.119,0.025,0.0178,0.684
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-21 0:00,8.77,9.208,2.529,0.025,0.0422,1.325
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-21 4:00,8.083,8.137,2.253,0.025,0.0268,1.572
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-21 4:00,8.364,8.35,4.501,0.025,0.0524,0.571
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-21 4:00,7.939,7.647,3.154,0.0361,0.0823,1.137
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-21 4:00,8.287,9.577,2.174,0.025,0.0191,0.682
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-21 4:00,8.57,8.069,2.397,0.0251,0.0431,1.107
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-21 8:00,8.033,8.129,2.488,0.043470092,0.0293,1.717
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-21 8:00,8.37,8.682,3.964,0.025,0.0461,0.311
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-21 8:00,7.943,7.639,3.052,0.025,0.0677,1.08
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-21 8:00,8.193,9.037,1.939,0.025,0.014,0.612
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-21 8:00,8.49,7.922,2.397,0.0314,0.0423,1.31
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-21 12:00,8.073,8.304,1.957,0.025,0.0257,1.398
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-21 12:00,8.511,9.695,3.838,0.025,0.0416,0.35
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-21 12:00,8.049,8.109,2.853,0.0317,0.0589,1.091
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-21 12:00,8.146,8.862,1.925,0.025,0.0139,0.705
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-21 12:00,8.59,8.664,2.283,0.0265,0.0435,1.477
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-21 16:00,8.308,8.923,2.071,0.025,0.0248,1.364
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-21 16:00,8.812,11.975,4.702,0.025,0.0503,0.46
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-21 16:00,8.216,8.972,2.706,0.025,0.0513,1.007
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-21 16:00,7.375,4.362,2.09,0.025,0.0241,0.765
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-21 16:00,8.72,9.2,2.393,0.0302,0.0429,1.286
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-21 20:00,8.091,8.344,2.115,0.025,0.0249,1.537
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-21 20:00,8.569,10.178,4.308,0.025,0.0467,0.352
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-21 20:00,8.189,8.739,2.644,0.0309,0.0453,1.075
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-21 20:00,8.399,10.429,2.135,0.025,0.0164,0.624
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-21 20:00,8.66,8.778,2.289,0.0279,0.0418,1.504
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-22 0:00,8.078,8.24,2.115,0.025,0.0274,1.531
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-22 0:00,8.306,8.631,4.308,0.025,0.0486,0.565
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-22 0:00,7.966,7.783,2.644,0.025,0.0989,1.167
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-22 0:00,8.29,9.757,2.135,0.025,0.0166,0.632
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-22 0:00,8.55,8.103,2.301,0.025,0.0428,1.602
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-22 4:00,8.066,8.193,2.442,0.025,0.042,1.694
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-22 4:00,8.265,7.985,4.331,0.025,0.055,0.558
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-22 4:00,7.934,7.672,4.823,0.025,0.1597,1.323
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-22 4:00,8.238,9.229,2.188,0.025,0.0187,0.652
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-22 4:00,8.3,7.556,2.244,0.025,0.046,1.73
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-22 8:00,8.088,8.32,3.696,0.025,0.0956,1.655
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-22 8:00,8.245,8.098,4.232,0.025,0.0493,0.556
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-22 8:00,7.93,7.716,4.91,0.025,0.2298,1.299
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-22 8:00,8.057,8.682,3.112,0.025,0.0328,0.976
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-22 8:00,8.18,7.478,2.343,0.025,0.052,1.833
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-22 12:00,8.093,8.415,3.058,0.025,0.0679,1.562
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-22 12:00,8.293,8.044,4.127,0.025,0.0499,0.529
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-22 12:00,7.936,7.87,3.797,0.025,0.1365,1.166
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-22 12:00,7.981,8.216,2.36,0.025,0.0191,0.992
江苏省,无锡市,太湖,太湖流域,锡东水厂,2023-5-22 12:00,8.29,7.606,2.385,0.0323,0.0472,1.598
江苏省,苏州市,太湖,太湖流域,乌龟山南,2023-5-22 16:00,8.05,8.384,2.93,0.025,0.0475,1.688
江苏省,无锡市,太湖,太湖流域,五里湖心,2023-5-22 16:00,8.387,8.769,4.212,0.025,0.05,0.321
江苏省,无锡市,太湖,太湖流域,兰山嘴,2023-5-22 16:00,7.968,8.005,3.315,0.025,0.0801,1.073
江苏省,苏州市,太湖,太湖流域,胥湖心,2023-5-22 16:00,7.943,8.04,2.143,0.025,0.0154,0.518
